NCBI_GID	ENSEMBL_GID	Assigned_Gene_symbol	Gene_symbol	Product
100194504	ENSSSAG00000059327	syap1	syap1	synapse associated protein 1
100194505	NA	LOC100194505	LOC100194505	Y+L amino acid transporter 1 (Y+LAT1)-like
100194506	ENSSSAG00000051583	rps13	rps13	ribosomal protein S13
100194507	NA	LOC100194507	LOC100194507	eukaryotic translation initiation factor 4E family member 3
100194508	ENSSSAG00000079061	LOC100194508	LOC100194508	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)
100194509	NA	tmod4	tmod4	tropomodulin 4 (muscle)
100194510	ENSSSAG00000029722	csnk1g2	csnk1g2	casein kinase 1 gamma 2a
100194511	ENSSSAG00000079408	dmrt2b	dmrt2b	doublesex and mab-3 related transcription factor 2b
100194512	ENSSSAG00000064121	ube2e3	ube2e3	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)
100194513	ENSSSAG00000050238	rtn2a	rtn2a	reticulon 2a
100194514	ENSSSAG00000065477	rps29	rps29	ribosomal protein S29
100194515	ENSSSAG00000075059	polr3gl	polr3gl	polymerase (RNA) III (DNA directed) polypeptide G like
100194516	ENSSSAG00000040312	LOC100194516	LOC100194516	protein LOC562437-like
100194517	ENSSSAG00000037277	LOC100194517	LOC100194517	synaptogyrin 2-like
100194518	ENSSSAG00000075942	gatc	gatc	glutamyl-tRNA amidotransferase subunit C
100194519	ENSSSAG00000041439	impact	impact	impact RWD domain protein
100194520	ENSSSAG00000008019	LOC100194520	LOC100194520	slow troponin T family-like
100194521	ENSSSAG00000049191	hspa8	hspa8	heat shock protein 8
100194522	ENSSSAG00000066742	LOC100194522	LOC100194522	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39b
100194523	ENSSSAG00000053452	LOC100194523	LOC100194523	MGC81610 protein-like
100194524	ENSSSAG00000117469	hspb6l	hspb6l	small heat shock protein-like
100194525	ENSSSAG00000040719	slc35a1	slc35a1	solute carrier family 35 member A1
100194526	ENSSSAG00000003474	maffl	maffl	v-maf musculoaponeurotic fibrosarcoma oncogene-like
100194527	ENSSSAG00000073619	bloc1s1	bloc1s1	lysosome-related organelle complex-1 subunit 1
100194528	ENSSSAG00000069550	LOC100194528	LOC100194528	myozenin 1-like
100194529	ENSSSAG00000030149	cdk5rap3	cdk5rap3	CDK5 regulatory subunit associated protein 3
100194530	ENSSSAG00000065157	sdha	sdha	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
100194531	ENSSSAG00000032246	rpl9	rpl9	ribosomal protein L9
100194532	ENSSSAG00000071071	wdr91	wdr91	WD repeat domain 91
100194533	ENSSSAG00000004062	eif4eb	eif4eb	eukaryotic translation initiation factor 4eb
100194534	ENSSSAG00000067036	LOC100194534	LOC100194534	protein phosphatase 1, catalytic subunit
100194535	ENSSSAG00000045635	vdac3	vdac3	voltage-dependent anion channel 3
100194536	ENSSSAG00000080219	dph2	dph2	diphthamide biosynthesis 2
100194537	ENSSSAG00000083322	trim63b	trim63b	tripartite motif containing 63b
100194538	ENSSSAG00000005700	ltv1l	ltv1l	LTV1-like
100194539	ENSSSAG00000081338	ube2g1	ube2g1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)
100194540	ENSSSAG00000072492	cog2	cog2	component of oligomeric golgi complex 2
100194541	ENSSSAG00000077656	mpp1	mpp1	membrane protein, palmitoylated 1
100194542	NA	six1a	six1a	SIX homeobox 1a
100194543	NA	LOC100194543	LOC100194543	high-mobility group box 1
100194544	ENSSSAG00000063716	acy3	acy3	aspartoacylase (aminocyclase) 3
100194545	ENSSSAG00000071569	LOC100194545	LOC100194545	suppressor of defective silencing 3 homolog (SDS3, S. cerevisiae)
100194546	ENSSSAG00000039999	LOC100194546	LOC100194546	DNA-damage-inducible transcript 4-like
100194547	ENSSSAG00000053711	usf1	usf1	upstream transcription factor 1
100194548	ENSSSAG00000031250	ccnh	ccnh	cyclin H
100194549	NA	zmp:0000000930	zmp:0000000930	titin-cap
100194550	ENSSSAG00000006268	acadm	acadm	acyl-CoA dehydrogenase medium chain
100194551	ENSSSAG00000005421	zmat5	zmat5	zinc finger, matrin-type 5
100194552	ENSSSAG00000079660	gdi2	gdi2	GDP dissociation inhibitor 2
100194553	ENSSSAG00000048938	LOC100194553	LOC100194553	VHSV-induced protein-like
100194554	ENSSSAG00000055931	LOC100194554	LOC100194554	solute carrier family 25 member 3
100194555	ENSSSAG00000095722	psmc2	psmc2	proteasome 26S subunit, ATPase 2
100194556	ENSSSAG00000041413	ldha	ldha	lactate dehydrogenase A4
100194557	ENSSSAG00000079015	LOC100194557	LOC100194557	fast myotomal muscle actin 2
100194558	ENSSSAG00000055698	hnrnpdl	hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like
100194559	ENSSSAG00000075107	LOC100194559	LOC100194559	myosin binding protein H-like
100194560	NA	LOC100194560	LOC100194560	MID1 interacting G12-like protein
100194561	ENSSSAG00000072189	LOC100194561	LOC100194561	ribosomal protein L35
100194562	ENSSSAG00000024112	brp16	brp16	brain protein 16
100194563	ENSSSAG00000046358	mrpl51	mrpl51	mitochondrial ribosomal protein L51
100194564	ENSSSAG00000079289	LOC100194564	LOC100194564	phosphorylase, glycogen (muscle) A
100194565	ENSSSAG00000045617	capza2	capza2	capping protein (actin filament) muscle Z-line alpha 2
100194566	ENSSSAG00000103531	LOC100194566	LOC100194566	muscle specific ring finger protein 1-like
100194567	NA	aptx	aptx	aprataxin
100194568	NA	ssu72	ssu72	SSU72 homolog, RNA polymerase II CTD phosphatase
100194569	ENSSSAG00000064476	lnpa	lnpa	limb and neural patterns a
100194570	ENSSSAG00000079515	echs1	echs1	enoyl CoA hydratase, short chain, 1, mitochondrial
100194571	ENSSSAG00000096379	mapre1	mapre1	microtubule-associated protein, RP/EB family, member 1
100194572	ENSSSAG00000081050	LOC100194572	LOC100194572	phosphoglucomutase 1
100194573	ENSSSAG00000002441	f8a1	f8a1	factor 8-associated gene a
100194574	ENSSSAG00000066161	atp5a1	atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
100194575	ENSSSAG00000102975	LOC100194575	LOC100194575	ADP-ribosylarginine hydrolase
100194576	ENSSSAG00000075930	spg21	spg21	SPG21 abhydrolase domain containing, maspardin
100194577	ENSSSAG00000069409	ldb3	ldb3	LIM domain binding 3
100194578	ENSSSAG00000005762	sdr39u1	sdr39u1	short chain dehydrogenase/reductase family 39U, member 1
100194579	ENSSSAG00000043120	LOC100194579	LOC100194579	mammary gland protein-like
100194580	ENSSSAG00000047853	LOC100194580	LOC100194580	zgc:113149-like
100194581	NA	vps28	vps28	VPS28 subunit of ESCRT-I
100194582	ENSSSAG00000065945	ube2r2	ube2r2	ubiquitin-conjugating enzyme E2R 2
100194583	NA	LOC100194583	LOC100194583	FK506 binding protein 1b
100194584	ENSSSAG00000075129	LOC100194584	LOC100194584	proteasome inhibitor subunit 1
100194585	ENSSSAG00000073977	pbx2	pbx2	pre-B-cell leukemia transcription factor 2
100194587	ENSSSAG00000098198	LOC100194587	LOC100194587	protein phosphatase 1, regulatory (inhibitor) subunit 1b-like
100194588	ENSSSAG00000005553	lsm12	lsm12	LSM12 homolog (S. cerevisiae)
100194589	ENSSSAG00000001684	rpl3l	rpl3l	ribosomal protein L3-like
100194590	NA	cirbp	cirbp	cold inducible RNA binding protein
100194591	ENSSSAG00000009542	nme1	nme1	non-metastatic cells 1 protein
100194592	ENSSSAG00000065070	atp5f1c	atp5f1c	ATP synthase F1 subunit gamma
100194593	ENSSSAG00000056438	nt5c3	nt5c3	5'-nucleotidase, cytosolic III
100194594	ENSSSAG00000070982	txnl1	txnl1	thioredoxin like 1
100194595	ENSSSAG00000046726	rpl19	rpl19	ribosomal protein L19
100194596	ENSSSAG00000072101	casq1b	casq1b	calsequestrin 1b
100194597	ENSSSAG00000056009	LOC100194597	LOC100194597	adenosylhomocysteinase
100194598	ENSSSAG00000000712	prmt1	prmt1	protein arginine methyltransferase 1
100194599	ENSSSAG00000000105	nat9	nat9	N-acetyltransferase 9 (GCN5-related, putative)
100194600	ENSSSAG00000076167	LOC100194600	LOC100194600	betaine-homocysteine methyltransferase
100194601	ENSSSAG00000042151	tuba8l2	tuba8l2	tubulin, alpha 8 like 2
100194602	ENSSSAG00000002887	atp5h	atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d
100194603	ENSSSAG00000070027	LOC100194603	LOC100194603	si:dkey-15j16.2-like
100194604	ENSSSAG00000039756	LOC100194604	LOC100194604	SMT3 suppressor of mif two 3 homolog 1 (yeast)
100194605	ENSSSAG00000070363	LOC100194605	LOC100194605	v-akt murine thymoma viral oncogene homolog 2
100194606	NA	atp5f1	atp5f1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b
100194607	ENSSSAG00000067727	LOC100194607	LOC100194607	ribosomal protein L34
100194608	ENSSSAG00000026076	rpl28	rpl28	ribosomal protein L28
100194609	ENSSSAG00000001825	pdk3	pdk3	pyruvate dehydrogenase kinase, isoenzyme 3
100194610	ENSSSAG00000056178	pvalb2	pvalb2	parvalbumin 2
100194611	NA	rpl38	rpl38	ribosomal protein L38
100194612	ENSSSAG00000066906	fau	fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30
100194613	ENSSSAG00000109524	hmgb2	hmgb2	high-mobility group box 2
100194614	ENSSSAG00000055142	ppdpf	ppdpf	c20orf149 protein
100194615	ENSSSAG00000113858	eif3m	eif3m	eukaryotic translation initiation factor 3, subunit M
100194616	ENSSSAG00000070963	cf12	cf12	cofilin 2
100194617	ENSSSAG00000043281	tpi1b	tpi1b	triosephosphate isomerase 1b
100194618	ENSSSAG00000086145	LOC100194618	LOC100194618	polyubiquitin
100194619	ENSSSAG00000063352	fbp2	fbp2	fructose-1,6-bisphosphatase 2
100194620	ENSSSAG00000003104	adssl1	adssl1	adenylosuccinate synthase like 1
100194621	ENSSSAG00000015427	adss1	adss1	adenylosuccinate synthase 1
100194622	ENSSSAG00000070025	LOC100194622	LOC100194622	adenylate kinase 1-2
100194623	ENSSSAG00000065456	LOC100194623	LOC100194623	aldolase a, fructose-bisphosphate 2
100194624	ENSSSAG00000047233	LOC100194624	LOC100194624	aldolase a, fructose-bisphosphate 1
100194625	ENSSSAG00000097550	atp5g2	atp5g2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c-2
100194626	ENSSSAG00000106339	atp5g3	atp5g3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c-3
100194627	ENSSSAG00000000689	LOC100194627	LOC100194627	basic transcription factor 3-1
100194628	ENSSSAG00000067318	calm2a	calm2a	calmodulin 2a (phosphorylase kinase, delta)
100194629	ENSSSAG00000067594	LOC100194629	LOC100194629	calmodulin 2 (phosphorylase kinase, delta)-3
100194630	ENSSSAG00000057721	ckmb	ckmb	creatine kinase, muscle b
100194631	ENSSSAG00000075922	ckm2	ckm2	creatine kinase-2
100194632	NA	LOC100194632	LOC100194632	endothelial differentiation-related factor 1-1
100194634	ENSSSAG00000071597	LOC100194634	LOC100194634	eukaryotic translation initiation factor 4E binding protein 3-1
100194635	ENSSSAG00000044218	LOC100194635	LOC100194635	eukaryotic translation initiation factor 4E binding protein 3-2
100194636	ENSSSAG00000105218	LOC100194636	LOC100194636	enolase 3-2
100194638	ENSSSAG00000040128	gtf2e2	gtf2e2	general transcription factor IIE, polypeptide 2, beta
100194639	ENSSSAG00000052047	idh2	idh2	isocitrate dehydrogenase (NADP(+)) 2
100194640	ENSSSAG00000078593	LOC100194640	LOC100194640	isocitrate dehydrogenase 2-2 (NADP+), mitochondrial
100194641	ENSSSAG00000008143	LOC100194641	LOC100194641	malate dehydrogenase 2-2, NAD (mitochondrial)
100194642	ENSSSAG00000048886	LOC100194642	LOC100194642	myosin, light polypeptide 3-1
100194643	ENSSSAG00000041634	LOC100194643	LOC100194643	myosin, light polypeptide 3-3
100194644	ENSSSAG00000081461	LOC100194644	LOC100194644	phosphoglycerate mutase 2-1 (muscle)
100194645	ENSSSAG00000071667	LOC100194645	LOC100194645	phosphoglycerate mutase 2-2 (muscle)
100194646	ENSSSAG00000009794	LOC100194646	LOC100194646	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
100194648	ENSSSAG00000080922	rl10a	rl10a	ribosomal protein L10a-2
100194649	ENSSSAG00000076707	LOC100194649	LOC100194649	ribosomal protein L26
100194650	ENSSSAG00000063475	LOC100194650	LOC100194650	ribosomal protein L36a-2
100194651	ENSSSAG00000107879	rla2	rla2	ribosomal protein, large P2, like 1-2
100194652	ENSSSAG00000062741	LOC100194652	LOC100194652	ribosomal protein S14-2
100194653	ENSSSAG00000007090	rps23	rps23	ribosomal protein S23
100194654	ENSSSAG00000107836	LOC100194654	LOC100194654	ribosomal protein S27-3
100194655	ENSSSAG00000039228	LOC100194655	LOC100194655	solute carrier family 25-2
100194656	ENSSSAG00000064938	LOC100194656	LOC100194656	transmembrane protein 38A-1
100194657	ENSSSAG00000064623	LOC100194657	LOC100194657	transmembrane protein 38A-2
100194658	ENSSSAG00000080578	tnnt3a	tnnt3a	troponin T type 3a (skeletal, fast)
100194659	ENSSSAG00000073744	LOC100194659	LOC100194659	ubiquitin A-52 residue ribosomal protein fusion product 1like 2
100194660	ENSSSAG00000064058	LOC100194660	LOC100194660	Y-box binding protein-2
100194661	NA	cnbp	cnbp	CCHC-type zinc finger, nucleic acid binding protein
100194662	ENSSSAG00000061677	myl1	myl1	myosin, light chain 1, alkali; skeletal, fast
100194663	ENSSSAG00000075202	LOC100194663	LOC100194663	myosin light chain 1-3
100194664	ENSSSAG00000069469	LOC100194664	LOC100194664	Vps20-associated 1 like 1
100194665	ENSSSAG00000072118	LOC100194665	LOC100194665	26S proteasome non-ATPase regulatory subunit 7 like 1
100194666	NA	LOC100194666	LOC100194666	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like
100194668	ENSSSAG00000065689	LOC100194668	LOC100194668	T-complex protein 1 subunit gamma
100194669	ENSSSAG00000005403	ddx55	ddx55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55
100194670	ENSSSAG00000065143	akr7a3	akr7a3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)
100194672	ENSSSAG00000072186	LOC100194672	LOC100194672	beta-taxilin
100194673	ENSSSAG00000072197	LOC100194673	LOC100194673	alpha-actinin-3
100194674	ENSSSAG00000048531	LOC100194674	LOC100194674	oxidation resistance protein 1
100194675	ENSSSAG00000009835	prodhb	prodhb	proline dehydrogenase (oxidase) 1b
100194676	ENSSSAG00000077346	LOC100194676	LOC100194676	set1/Ash2 histone methyltransferase complex subunit ASH2
100194677	ENSSSAG00000004265	igfn1.4	igfn1.4	immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 4
100194678	ENSSSAG00000015635	LOC100194678	LOC100194678	smoothelin-like protein 1
100194679	ENSSSAG00000046871	psmd4a	psmd4a	proteasome 26S subunit ubiquitin receptor, non-ATPase 4a
100194680	ENSSSAG00000042916	lig3	lig3	ligase III, DNA, ATP-dependent
100194681	ENSSSAG00000104767	LOC100194681	LOC100194681	heterogeneous nuclear ribonucleoprotein A/B
100194682	ENSSSAG00000105721	LOC100194682	LOC100194682	40S ribosomal protein S17
100194683	NA	LOC100194683	LOC100194683	uncharacterized LOC100194683
100194684	ENSSSAG00000119139	LOC100194684	LOC100194684	myomesin-2
100194685	ENSSSAG00000080958	aff3	aff3	AF4/FMR2 family, member 3
100194686	ENSSSAG00000121927	fxn	fxn	frataxin
100194687	ENSSSAG00000064839	LOC100194687	LOC100194687	NADH:ubiquinone oxidoreductase core subunit S7
100194689	ENSSSAG00000073766	txlnbb	txlnbb	taxilin beta b
100194690	ENSSSAG00000073114	cssa17h12orf56	cssa17h12orf56	chromosome ssa17 C12orf56 homolog
100194692	ENSSSAG00000046216	LOC100194692	LOC100194692	Krueppel-like factor 11
100194695	ENSSSAG00000076565	etfa	etfa	electron transfer flavoprotein subunit alpha
100194696	ENSSSAG00000066401	LOC100194696	LOC100194696	proteasome subunit beta type-5
100194697	ENSSSAG00000077924	LOC100194697	LOC100194697	V-set domain-containing T-cell activation inhibitor 1
100194698	ENSSSAG00000066632	LOC100194698	LOC100194698	uncharacterized LOC100194698
100194700	NA	LOC100194700	LOC100194700	thiamine triphosphatase
100194703	ENSSSAG00000100964	LOC100194703	LOC100194703	transposase-like
100194705	ENSSSAG00000048649	LOC100194705	LOC100194705	methionine aminopeptidase 2
100194706	ENSSSAG00000106198	LOC100194706	LOC100194706	uncharacterized LOC100194706
100194707	ENSSSAG00000069432	LOC100194707	LOC100194707	beta-taxilin
100194708	ENSSSAG00000004110	LOC100194708	LOC100194708	aminoacyl tRNA synthase complex-interacting multifunctional protein 1
100194709	ENSSSAG00000078744	pleca	pleca	plectin a
100194710	NA	LOC100194710	LOC100194710	protein C-ets-2
100194711	ENSSSAG00000082362	LOC100194711	LOC100194711	uncharacterized LOC100194711
100194712	ENSSSAG00000049803	LOC100194712	LOC100194712	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial
100194713	ENSSSAG00000064573	LOC100194713	LOC100194713	ubiquitin carboxyl-terminal hydrolase 28
100194714	NA	LOC100194714	LOC100194714	tumor protein p53-inducible nuclear protein 2
100194716	NA	selenot2	selenot2	selenoprotein T, 2
100194717	NA	LOC100194717	LOC100194717	eukaryotic peptide chain release factor subunit 1
100194719	ENSSSAG00000051508	LOC100194719	LOC100194719	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase
100194720	NA	LOC100194720	LOC100194720	uncharacterized LOC100194720
100194721	ENSSSAG00000004798	LOC100194721	LOC100194721	RNA binding protein fox-1 homolog 1-like
100194722	ENSSSAG00000107990	LOC100194722	LOC100194722	uncharacterized LOC100194722
100194723	ENSSSAG00000052515	LOC100194723	LOC100194723	thioredoxin-dependent peroxide reductase, mitochondrial
100194724	ENSSSAG00000043976	LOC100194724	LOC100194724	ATP synthase subunit O, mitochondrial
100194725	ENSSSAG00000070973	LOC100194725	LOC100194725	60S ribosomal protein L7a
100194727	ENSSSAG00000080313	LOC100194727	LOC100194727	nebulin
100194728	ENSSSAG00000056480	LOC100194728	LOC100194728	nucleolar RNA helicase 2
100194729	ENSSSAG00000055908	zswim8	zswim8	zinc finger, SWIM-type containing 8
100194730	ENSSSAG00000048351	LOC100194730	LOC100194730	ubiquitin-protein ligase E3A
100194731	ENSSSAG00000049408	LOC100194731	LOC100194731	primary amine oxidase, liver isozyme
100194732	NA	LOC100194732	LOC100194732	checkpoint suppressor 1-like
100194733	NA	ef-1g	ef-1g	elongation factor 1 gamma
100194734	ENSSSAG00000052798	LOC100194734	LOC100194734	phospholipid hydroperoxide glutathione peroxidase
100194735	ENSSSAG00000073541	ddx51	ddx51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
100194736	ENSSSAG00000070738	cdk9	cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)
100194737	ENSSSAG00000063653	LOC100194737	LOC100194737	GTP-binding protein GEM
100194738	ENSSSAG00000008520	gata1	gata1	GATA-binding factor 1
100194739	ENSSSAG00000002121	abce1	abce1	ATP-binding cassette, sub-family E (OABP), member 1
100194740	ENSSSAG00000042933	ngbr	ngbr	Nogo-B receptor
100194741	ENSSSAG00000051611	stx5	stx5	Syntaxin-5
100194742	ENSSSAG00000048841	ke4	ke4	Zinc transporter SLC39A7
100194743	ENSSSAG00000061846	LOC100194743	LOC100194743	EH domain-containing protein 4
100194744	ENSSSAG00000059317	c7a	c7a	complement component 7a
100194745	ENSSSAG00000052761	loxe3	loxe3	Epidermis-type lipoxygenase 3
100194746	ENSSSAG00000013481	atg4b	atg4b	autophagy related 4B, cysteine peptidase
100194747	ENSSSAG00000063972	uts2r2	uts2r2	urotensin-2 receptor 2
100194748	ENSSSAG00000001006	pgam1	pgam1	Phosphoglycerate mutase 1
100194749	ENSSSAG00000048236	kcrb	kcrb	Creatine kinase B-type
100194750	ENSSSAG00000075603	cdc20	cdc20	cell division cycle 20 homolog
100194751	ENSSSAG00000002898	actl6a	actl6a	actin-like 6A
100194752	ENSSSAG00000069105	kcnk6	kcnk6	potassium two pore domain channel subfamily K member 6
100194753	ENSSSAG00000063086	lypa2	lypa2	Acyl-protein thioesterase 2
100194754	ENSSSAG00000036762	aldh7a1	aldh7a1	aldehyde dehydrogenase 7 family, member A1
100194755	ENSSSAG00000001805	ccd82	ccd82	Coiled-coil domain-containing protein 82
100194756	ENSSSAG00000080168	nmnat1	nmnat1	nicotinamide nucleotide adenylyltransferase 1
100194757	ENSSSAG00000055156	gbgt1	gbgt1	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1
100194758	ENSSSAG00000072670	icef1	icef1	Interactor protein for cytohesin exchange factors 1
100194759	ENSSSAG00000087771	rab18	rab18	Ras-related protein Rab-18
100194760	ENSSSAG00000058435	nfyc	nfyc	nuclear transcription factor Y subunit gamma
